,Price,Levy,Manufacturer,Prod. year,Category,Leather interior,Fuel type,Mileage,Cylinders,Gear box type,Drive wheels,Doors,Wheel,Airbags,Engine volume int,Turbo
1783,17249,0,TOYOTA,2011,Minivan,1,Diesel,40000,4.0,Manual,Front,04-May,0,6,2.0,0.0
1784,47042,0,MERCEDES-BENZ,2007,Sedan,0,Petrol,185000,8.0,Tiptronic,4x4,04-May,0,8,5.5,0.0
1786,19757,528,NISSAN,2014,Jeep,1,Petrol,65600,4.0,Tiptronic,Front,04-May,0,6,1.6,1.0
1787,7840,528,FORD,2014,Sedan,0,Petrol,66888,4.0,Automatic,Front,04-May,0,0,1.6,0.0
1788,7370,0,SUZUKI,2003,Sedan,1,Petrol,0,4.0,Manual,Front,02-Mar,1,2,1.5,0.0
1789,6272,1079,TOYOTA,2018,Jeep,0,Petrol,18754,4.0,Automatic,Front,04-May,0,12,2.0,0.0
1790,22580,0,FORD,2007,Microbus,1,Diesel,160000,4.0,Manual,Front,04-May,0,4,2.2,1.0
1791,19444,0,VOLKSWAGEN,2012,Hatchback,1,Diesel,248000,4.0,Manual,Front,04-May,0,6,2.0,1.0
1792,13485,836,VOLKSWAGEN,2010,Sedan,0,Petrol,114000,4.0,Tiptronic,Front,04-May,0,8,2.0,1.0
1793,15367,0,MERCEDES-BENZ,2004,Microbus,1,Diesel,210000,4.0,Manual,Rear,02-Mar,0,2,2.2,1.0
1794,17355,707,HYUNDAI,2011,Coupe,0,Petrol,112387,4.0,Automatic,Front,04-May,0,4,2.0,0.0
1795,17876,781,VOLKSWAGEN,2012,Sedan,0,Petrol,112000,4.0,Tiptronic,Front,04-May,0,8,2.5,0.0
1796,392,781,TOYOTA,2012,Sedan,0,Hybrid,314373,4.0,Automatic,Front,04-May,0,12,2.5,0.0
1798,26149,836,HYUNDAI,2010,Jeep,0,Diesel,72464,4.0,Automatic,Front,04-May,0,4,2.0,0.0
1799,314,749,CHEVROLET,2014,Jeep,0,Petrol,119768,4.0,Automatic,Front,04-May,0,12,2.4,0.0
1800,62722,690,LEXUS,2016,Jeep,0,Hybrid,59858,6.0,Automatic,Front,04-May,0,12,3.5,0.0
1801,25716,765,HYUNDAI,2015,Sedan,1,Petrol,47000,4.0,Tiptronic,Front,04-May,0,6,2.0,1.0
1802,64290,518,TOYOTA,2016,Jeep,0,Hybrid,33500,4.0,Automatic,4x4,04-May,0,0,2.5,0.0
1804,10641,639,HYUNDAI,2014,Sedan,0,LPG,75346,4.0,Automatic,Front,04-May,0,4,2.0,0.0
1805,3293,585,HYUNDAI,2013,Sedan,0,Petrol,121029,4.0,Automatic,Front,04-May,0,12,1.8,0.0
1806,19444,0,FORD,2003,Microbus,0,Diesel,181000,4.0,Manual,Rear,04-May,0,4,2.4,1.0
1807,20162,765,HYUNDAI,2015,Sedan,0,Petrol,14368,4.0,Automatic,Front,04-May,0,4,2.0,0.0
1808,15367,765,HYUNDAI,2015,Sedan,0,LPG,283895,4.0,Automatic,Front,04-May,0,4,2.0,0.0
1809,627,917,PORSCHE,2013,Jeep,0,Diesel,313330,6.0,Automatic,4x4,04-May,0,12,3.0,0.0
1810,15681,333,SUBARU,2014,Sedan,0,Hybrid,270472,4.0,Automatic,4x4,04-May,0,0,2.0,0.0
1811,4234,0,NISSAN,2002,Sedan,1,Petrol,10000,4.0,Tiptronic,Front,04-May,1,12,2.0,0.0
1812,10036,0,MERCEDES-BENZ,2002,Minivan,1,Diesel,270000,4.0,Manual,Front,04-May,0,2,2.2,1.0
1813,18817,0,TOYOTA,2011,Sedan,1,Petrol,164800,4.0,Variator,Front,04-May,0,6,1.8,0.0
1814,40769,971,HYUNDAI,2016,Jeep,0,Diesel,23216,4.0,Automatic,Front,04-May,0,4,2.2,0.0
1815,30,0,TOYOTA,2007,Hatchback,1,LPG,198000,4.0,Tiptronic,Front,04-May,0,4,1.5,0.0
1816,3763,751,HYUNDAI,2013,Jeep,0,Petrol,53717,4.0,Automatic,4x4,04-May,0,0,2.4,0.0
1819,314,781,SUBARU,2012,Jeep,0,Petrol,204579,4.0,Automatic,4x4,04-May,0,0,2.5,0.0
1821,4704,0,BMW,1997,Sedan,0,Petrol,211000,4.0,Automatic,Rear,04-May,1,2,1.8,0.0
1822,26030,0,LEXUS,2013,Hatchback,0,Hybrid,153600,4.0,Automatic,Front,04-May,0,12,1.8,0.0
1823,5959,0,MITSUBISHI,2002,Sedan,1,Petrol,209000,4.0,Automatic,Rear,04-May,1,2,1.3,0.0
1824,17000,0,TOYOTA,2007,Sedan,0,Hybrid,220800,4.0,Automatic,Front,04-May,0,8,2.4,0.0
1825,3500,0,OPEL,1997,Sedan,1,Petrol,11111,4.0,Manual,Front,04-May,0,2,1.4,0.0
1826,18189,1095,CHEVROLET,2008,Jeep,0,Diesel,72000,4.0,Tiptronic,Front,04-May,0,2,2.0,1.0
1827,28222,640,HYUNDAI,2013,Jeep,0,Diesel,53729,4.0,Automatic,Front,04-May,0,4,2.0,0.0
1828,2117,730,NISSAN,2016,Jeep,0,Petrol,181997,4.0,Automatic,4x4,04-May,0,0,1.6,0.0
1829,53759,1017,HYUNDAI,2017,Jeep,0,Diesel,140097,4.0,Automatic,Front,04-May,0,4,2.0,0.0
1830,16308,0,VOLKSWAGEN,2011,Sedan,0,LPG,169600,5.0,Tiptronic,Front,04-May,0,8,2.5,0.0
1831,42667,765,SSANGYONG,2015,Jeep,0,Diesel,110000,4.0,Automatic,Front,04-May,0,4,2.0,0.0
1833,9408,0,BMW,2004,Hatchback,1,Petrol,100000,4.0,Tiptronic,Rear,04-May,1,8,2.0,0.0
1834,8467,0,MAZDA,2005,Sedan,1,Petrol,65000,4.0,Tiptronic,Front,04-May,0,8,2.3,0.0
1835,15530,891,HYUNDAI,2016,Sedan,0,LPG,290850,4.0,Automatic,Front,04-May,0,4,2.0,0.0
1836,7840,0,SUZUKI,2006,Hatchback,0,Petrol,130000,4.0,Manual,Front,04-May,1,12,1.6,0.0
1837,20385,0,MERCEDES-BENZ,2005,Sedan,0,Petrol,230000,8.0,Tiptronic,Rear,04-May,0,10,5.0,0.0
1838,29950,891,HYUNDAI,2016,Jeep,0,Diesel,50079,4.0,Automatic,Front,04-May,0,4,2.0,0.0
1839,8154,0,MERCEDES-BENZ,2000,Coupe,1,Petrol,290000,4.0,Tiptronic,Rear,02-Mar,0,4,2.3,0.0
1840,9408,0,SUZUKI,2005,Universal,1,Diesel,162000,4.0,Manual,Front,04-May,0,4,1.4,1.0
1841,10976,1267,TOYOTA,2013,Hatchback,1,Hybrid,64000,4.0,Variator,Front,04-May,1,4,1.5,0.0
1842,18189,488,KIA,2016,Sedan,0,Petrol,41370,4.0,Automatic,Front,04-May,0,4,1.0,0.0
1844,14426,0,SUBARU,2011,Sedan,1,LPG,185000,4.0,Tiptronic,4x4,04-May,0,8,2.5,0.0
1845,16308,0,BMW,2004,Sedan,0,Petrol,231000,6.0,Automatic,Rear,04-May,0,8,3.0,0.0
1846,549,607,LEXUS,2019,Sedan,0,Hybrid,13362,4.0,Automatic,Front,04-May,0,12,2.5,0.0
1847,5331,0,MERCEDES-BENZ,1997,Sedan,0,Petrol,100000,6.0,Automatic,Rear,04-May,0,10,2.8,0.0
1848,220,919,BMW,2012,Jeep,0,Diesel,273962,6.0,Automatic,4x4,04-May,0,0,3.0,0.0
1849,10663,1268,TOYOTA,2012,Hatchback,1,Hybrid,125000,4.0,Variator,Front,04-May,1,2,1.5,0.0
1850,10349,0,MITSUBISHI,2009,Jeep,0,Petrol,138650,4.0,Manual,4x4,04-May,0,4,2.4,0.0
1851,17249,0,TOYOTA,2005,Minivan,1,LPG,251000,4.0,Automatic,Front,04-May,1,2,2.4,0.0
1852,549,530,KIA,2013,Sedan,0,Petrol,171733,4.0,Automatic,Front,04-May,0,12,1.6,0.0
1853,8781,0,OPEL,2002,Minivan,1,CNG,0,4.0,Manual,Rear,04-May,0,8,1.8,0.0
1854,2274,394,TOYOTA,2014,Sedan,0,Hybrid,128739,4.0,Automatic,Front,04-May,0,12,2.5,0.0
1855,28225,0,LEXUS,2014,Hatchback,0,Hybrid,134131,4.0,Automatic,Front,04-May,0,0,1.8,0.0
1857,28225,0,KIA,2016,Sedan,1,Petrol,35200,4.0,Tiptronic,Front,04-May,0,12,2.4,0.0
1858,17249,697,CHEVROLET,2015,Sedan,1,Petrol,37000,4.0,Automatic,Front,04-May,0,0,1.8,0.0
1859,6899,0,VOLKSWAGEN,2003,Hatchback,1,Petrol,180000,4.0,Manual,Front,04-May,0,8,1.8,1.0
1860,17249,697,HYUNDAI,2015,Sedan,1,Petrol,88830,4.0,Automatic,Front,04-May,0,0,1.8,0.0
1861,6899,0,HONDA,1998,Jeep,1,Petrol,0,6.0,Automatic,4x4,04-May,0,4,3.2,0.0
1862,7700,0,MITSUBISHI,2006,Hatchback,1,Petrol,175000,4.0,Automatic,Front,04-May,1,2,1.5,0.0
1863,22580,0,TOYOTA,2008,Jeep,0,Hybrid,189000,6.0,Variator,4x4,04-May,0,12,3.3,0.0
1864,37564,877,HYUNDAI,2017,Jeep,0,Diesel,202758,4.0,Automatic,Front,04-May,0,4,1.7,0.0
1866,15063,707,HYUNDAI,2011,Jeep,0,Diesel,58401,4.0,Automatic,Front,04-May,0,4,2.0,0.0
1867,3763,1304,BMW,2013,Jeep,0,Petrol,218518,8.0,Automatic,4x4,04-May,0,12,4.4,0.0
1869,46919,765,HYUNDAI,2015,Jeep,0,Diesel,117000,4.0,Automatic,Front,04-May,0,4,2.0,0.0
1870,6586,1017,LEXUS,2017,Jeep,0,Petrol,14813,4.0,Automatic,Front,04-May,0,12,2.0,0.0
1871,5331,0,MAZDA,2001,Minivan,1,CNG,192000,6.0,Automatic,4x4,04-May,1,2,2.5,0.0
1872,18400,531,NISSAN,2012,Jeep,1,Petrol,0,4.0,Automatic,Front,04-May,0,10,1.6,0.0
1874,5645,1324,TOYOTA,2010,Sedan,0,Hybrid,345405,6.0,Automatic,4x4,04-May,0,12,3.3,0.0
1875,18817,586,TOYOTA,2012,Hatchback,1,Hybrid,288000,4.0,Variator,Front,04-May,0,10,1.8,0.0
1876,20250,271,TOYOTA,2014,Universal,0,Hybrid,86400,4.0,Automatic,Front,04-May,0,4,1.5,0.0
1877,17249,645,TOYOTA,2011,Hatchback,0,Hybrid,188800,4.0,Variator,Front,04-May,0,10,1.8,0.0
1879,4234,779,TOYOTA,2013,Sedan,0,Hybrid,26918,4.0,Automatic,Front,04-May,0,12,2.5,0.0
1880,32615,0,AUDI,2013,Sedan,0,Petrol,69000,4.0,Tiptronic,4x4,04-May,0,8,2.0,1.0
1881,45473,0,TOYOTA,2016,Sedan,0,Hybrid,143388,6.0,Variator,Front,04-May,0,12,2.5,0.0
1882,14113,753,HYUNDAI,2012,Sedan,0,Hybrid,157000,4.0,Tiptronic,Front,04-May,0,10,2.4,0.0
1883,4704,751,BUICK,2013,Sedan,0,Petrol,146552,4.0,Automatic,Front,04-May,0,12,2.4,0.0
1884,12544,1024,TOYOTA,2010,Sedan,1,Petrol,152000,4.0,Manual,Front,04-May,0,8,2.5,0.0
1886,14113,0,HYUNDAI,2013,Hatchback,1,Petrol,136000,4.0,Tiptronic,Front,04-May,0,6,1.6,0.0
1887,36567,777,HYUNDAI,2014,Minivan,0,Diesel,106533,4.0,Automatic,Front,04-May,0,4,2.5,0.0
1888,28225,934,TOYOTA,2015,Sedan,1,Petrol,110734,4.0,Automatic,Front,04-May,0,12,2.5,0.0
1892,9722,363,CHEVROLET,2014,Sedan,0,Petrol,41984,4.0,Automatic,Front,04-May,0,4,1.0,0.0
1893,392,753,JEEP,2012,Jeep,0,Petrol,0,4.0,Automatic,Front,04-May,0,12,2.4,0.0
1894,18189,0,JEEP,2012,Jeep,1,Petrol,124670,6.0,Automatic,4x4,04-May,0,6,3.7,0.0
1895,14426,394,LEXUS,2014,Sedan,0,Hybrid,176213,4.0,Automatic,Front,04-May,0,12,2.5,0.0
1897,1254,1399,LEXUS,2010,Sedan,0,Petrol,187144,6.0,Automatic,Front,04-May,0,12,3.5,0.0
1898,11604,0,TOYOTA,2006,Hatchback,1,Hybrid,174000,4.0,Variator,Front,04-May,0,6,1.5,0.0
1899,18503,585,TOYOTA,2013,Hatchback,1,Hybrid,51000,4.0,Automatic,Front,04-May,0,8,1.8,0.0
1900,36197,831,CHEVROLET,2017,Jeep,0,Diesel,65124,4.0,Automatic,Front,04-May,0,4,1.6,0.0
1901,19757,640,KIA,2013,Sedan,0,Petrol,124000,4.0,Tiptronic,Front,04-May,0,16,2.0,1.0
1903,15994,0,VOLKSWAGEN,2013,Hatchback,1,Petrol,103000,4.0,Tiptronic,Front,04-May,0,12,2.5,0.0
1904,21953,0,HYUNDAI,2009,Minivan,0,Diesel,120000,6.0,Tiptronic,Rear,>5,0,12,2.5,1.0
1905,11290,2108,KIA,2006,Minivan,1,Diesel,171000,4.0,Manual,Front,04-May,0,8,2.9,1.0
1906,38260,1327,TOYOTA,2018,Sedan,0,Petrol,41068,4.0,Automatic,Front,04-May,0,10,2.5,0.0
1907,9722,1267,TOYOTA,2013,Hatchback,1,Hybrid,143000,4.0,Automatic,Front,04-May,1,8,1.5,0.0
1908,6272,1058,LEXUS,2012,Jeep,0,Petrol,232357,6.0,Automatic,4x4,04-May,0,12,3.5,0.0
1910,38574,1211,BMW,2010,Jeep,0,Diesel,248000,6.0,Tiptronic,4x4,04-May,0,12,3.0,1.0
1911,20526,629,HYUNDAI,2015,Sedan,0,Petrol,75000,4.0,Automatic,Front,04-May,0,4,1.6,0.0
1912,26657,0,VOLKSWAGEN,2017,Sedan,0,Petrol,50000,4.0,Tiptronic,Front,04-May,0,4,1.4,1.0
1913,53314,0,MERCEDES-BENZ,2013,Minivan,0,Diesel,250000,4.0,Tiptronic,Rear,04-May,0,7,2.2,1.0
1915,37633,1327,MAZDA,2018,Jeep,0,Petrol,42246,4.0,Automatic,4x4,04-May,0,0,2.5,0.0
1916,9095,0,TOYOTA,2006,Minivan,1,Petrol,204000,4.0,Variator,Front,04-May,1,8,2.0,0.0
1918,21395,730,HYUNDAI,2016,Sedan,0,Petrol,144889,4.0,Automatic,Front,04-May,0,4,1.6,0.0
1919,19757,0,HYUNDAI,2007,Jeep,0,Petrol,199000,6.0,Tiptronic,4x4,04-May,0,6,2.7,0.0
1920,11290,0,NISSAN,2012,Sedan,1,Petrol,109000,4.0,Automatic,Front,04-May,0,2,1.6,0.0
1921,15681,891,HYUNDAI,2016,Sedan,0,LPG,255591,4.0,Automatic,Front,04-May,0,4,2.0,0.0
1922,15367,585,TOYOTA,2013,Hatchback,0,Hybrid,130000,4.0,Automatic,Front,04-May,0,12,1.8,0.0
1923,3607,1104,BMW,2015,Jeep,0,Diesel,201056,6.0,Automatic,4x4,04-May,0,0,3.0,0.0
1924,15053,473,CHEVROLET,2014,Sedan,1,Petrol,74222,4.0,Tiptronic,Front,04-May,0,10,1.4,0.0
1925,12544,862,FORD,2011,Sedan,0,Hybrid,49669,4.0,Automatic,Front,04-May,0,0,2.5,0.0
1926,15994,761,TOYOTA,2010,Hatchback,0,Hybrid,118000,4.0,Tiptronic,Front,04-May,0,10,1.8,0.0
1927,14583,738,CHEVROLET,2017,Hatchback,1,Petrol,62971,4.0,Automatic,Front,04-May,0,8,1.4,0.0
1928,14740,690,FORD,2016,Sedan,1,Petrol,93000,4.0,Tiptronic,Front,04-May,0,8,1.5,1.0
1929,21953,0,HYUNDAI,2015,Sedan,1,Petrol,91200,4.0,Tiptronic,Front,04-May,0,12,2.4,0.0
1930,6272,0,OPEL,2002,Universal,1,Diesel,270000,4.0,Manual,Front,04-May,0,2,1.7,1.0
1931,7527,0,AUDI,2006,Sedan,0,Petrol,278173,4.0,Tiptronic,4x4,04-May,0,6,2.0,1.0
1932,11447,765,FORD,2015,Sedan,0,Petrol,94600,4.0,Tiptronic,Front,04-May,0,6,2.0,0.0
1933,14069,707,HYUNDAI,2011,Sedan,0,Petrol,162095,4.0,Automatic,Front,04-May,0,4,2.0,0.0
1934,549,753,HYUNDAI,2012,Sedan,0,Hybrid,246450,4.0,Automatic,Front,04-May,0,12,2.4,0.0
1935,78,1104,JAGUAR,2015,Jeep,0,Petrol,24984,6.0,Automatic,Rear,02-Mar,0,12,3.0,0.0
1936,784,1079,TOYOTA,2018,Jeep,0,Petrol,25850,4.0,Automatic,Front,04-May,0,12,2.0,0.0
1937,14113,0,MITSUBISHI,2006,Minivan,1,Petrol,131000,4.0,Tiptronic,4x4,04-May,1,4,2.4,0.0
1939,6868,836,CHEVROLET,2010,Sedan,0,Diesel,47221,4.0,Automatic,Front,04-May,0,4,2.0,0.0
1941,1882,382,HYUNDAI,2014,Sedan,0,Hybrid,247835,4.0,Automatic,Front,04-May,0,0,2.4,0.0
1942,4861,1324,TOYOTA,2010,Jeep,0,Hybrid,264877,6.0,Automatic,4x4,04-May,0,12,3.3,0.0
1943,20266,583,HYUNDAI,2011,Sedan,0,Petrol,94910,4.0,Automatic,Front,04-May,0,4,1.6,0.0
1944,11604,761,TOYOTA,2010,Sedan,1,Hybrid,154000,4.0,Automatic,Front,04-May,0,10,1.8,0.0
1946,12858,521,CHEVROLET,2011,Sedan,1,Petrol,178000,4.0,Automatic,Front,04-May,0,8,1.4,1.0
1948,21326,919,BMW,2012,Sedan,0,Petrol,150000,6.0,Tiptronic,Rear,04-May,0,12,3.0,0.0
1949,16327,836,HYUNDAI,2010,Coupe,0,Petrol,95510,4.0,Automatic,Front,04-May,0,4,2.0,0.0
1950,9408,0,MERCEDES-BENZ,1999,Sedan,0,Petrol,333333,8.0,Automatic,Rear,04-May,0,4,4.3,0.0
1951,19444,781,TOYOTA,2012,Sedan,0,Petrol,167360,4.0,Tiptronic,Front,04-May,0,6,2.5,0.0
1953,69502,1079,HYUNDAI,2018,Sedan,0,Petrol,75938,4.0,Automatic,Front,04-May,0,4,2.0,0.0
1954,38737,639,HYUNDAI,2014,Jeep,0,Diesel,132756,4.0,Automatic,Front,04-May,0,4,2.0,0.0
1955,11760,0,HONDA,2010,Hatchback,1,Petrol,138000,4.0,Automatic,4x4,04-May,1,7,1.3,0.0
1956,8154,0,HONDA,2003,Sedan,1,Petrol,149000,6.0,Tiptronic,Front,04-May,1,6,3.0,0.0
1958,30420,0,LINCOLN,2005,Limousine,0,Petrol,72000,8.0,Automatic,Rear,04-May,0,12,4.6,1.0
1960,470,831,LEXUS,2011,Sedan,0,Hybrid,0,4.0,Automatic,Front,04-May,0,12,2.4,0.0
1961,40,0,TOYOTA,2013,Hatchback,1,Hybrid,150400,4.0,Automatic,Front,04-May,0,16,1.5,0.0
1963,13328,1266,HONDA,2014,Hatchback,0,Hybrid,58000,4.0,Automatic,Front,04-May,1,4,1.5,0.0
1964,18346,765,CHEVROLET,2015,Jeep,0,LPG,31880,4.0,Automatic,Front,04-May,0,4,2.0,0.0
1966,5018,1399,LEXUS,2010,Jeep,0,Hybrid,167222,6.0,Automatic,4x4,04-May,0,12,3.5,0.0
1968,13454,862,HYUNDAI,2011,Minivan,0,Diesel,85226,4.0,Automatic,Front,04-May,0,4,2.5,0.0
1969,1646,584,MERCEDES-BENZ,2014,Coupe,0,Petrol,121699,4.0,Automatic,Rear,02-Mar,0,12,1.8,0.0
1970,4547,834,TOYOTA,2013,Jeep,0,Petrol,186349,4.0,Automatic,4x4,04-May,0,12,2.7,0.0
1971,3293,1659,TOYOTA,2014,Sedan,0,Petrol,0,8.0,Automatic,4x4,04-May,0,12,5.7,0.0
1972,20266,583,HYUNDAI,2011,Sedan,0,Petrol,125062,4.0,Automatic,Front,04-May,0,4,1.6,0.0
1973,35043,640,SSANGYONG,2013,Jeep,0,Diesel,110190,4.0,Automatic,Front,04-May,0,4,2.0,0.0
1974,13000,1505,MITSUBISHI,2012,Hatchback,1,Petrol,139000,4.0,Automatic,Front,04-May,1,6,1.8,0.0
1975,4701,1282,KIA,2007,Jeep,0,Diesel,58497,4.0,Automatic,Front,04-May,0,4,2.0,0.0
1976,3450,1624,MERCEDES-BENZ,2009,Sedan,0,Diesel,109139,6.0,Automatic,Rear,04-May,0,12,3.5,0.0
1977,19444,0,TOYOTA,2013,Sedan,1,Hybrid,97386,4.0,Variator,Front,04-May,0,8,1.8,0.0
1978,314,862,FORD,2011,Jeep,0,Hybrid,130306,4.0,Automatic,4x4,04-May,0,0,2.5,0.0
1979,8154,0,OPEL,1999,Sedan,1,Petrol,266342,4.0,Manual,Front,04-May,0,2,1.6,0.0
1980,17249,0,TOYOTA,2013,Hatchback,1,Hybrid,50000,4.0,Variator,Front,04-May,1,6,1.5,0.0
1981,14113,0,CHRYSLER,2008,Minivan,1,Petrol,272000,6.0,Tiptronic,Front,04-May,0,6,3.3,0.0
1982,7840,0,SUBARU,2000,Jeep,1,Plug-in Hybrid,148000,4.0,Automatic,4x4,04-May,1,2,2.0,1.0
1983,18660,862,HYUNDAI,2011,Minivan,0,Diesel,55248,4.0,Automatic,Front,04-May,0,4,2.5,0.0
1984,10976,781,VOLKSWAGEN,2012,Sedan,0,Petrol,76000,5.0,Tiptronic,Front,>5,0,12,2.5,0.0
1985,9565,1356,MERCEDES-BENZ,2014,Jeep,0,Petrol,98466,8.0,Automatic,4x4,04-May,0,12,4.6,0.0
1987,18531,687,HYUNDAI,2010,Sedan,0,Petrol,111280,4.0,Automatic,Front,04-May,0,4,1.6,0.0
1991,11604,639,HYUNDAI,2014,Sedan,0,LPG,357150,4.0,Automatic,Front,04-May,0,4,2.0,0.0
1992,3450,1869,CHEVROLET,2019,Sedan,0,Petrol,18438,6.0,Automatic,Front,04-May,0,12,3.6,0.0
1993,5959,0,OPEL,1999,Goods wagon,1,Petrol,258000,4.0,Manual,Front,04-May,0,2,1.6,0.0
1994,10976,0,BMW,2005,Sedan,0,LPG,2200,6.0,Tiptronic,4x4,04-May,0,8,3.0,0.0
1995,33000,779,TOYOTA,2013,Jeep,1,Petrol,90000,4.0,Automatic,Front,04-May,0,7,2.5,0.0
1997,10349,0,HYUNDAI,2002,Jeep,0,LPG,1000,6.0,Tiptronic,4x4,04-May,0,4,2.7,0.0
1999,8781,640,SUBARU,2013,Jeep,0,Petrol,77777,4.0,Variator,4x4,04-May,0,7,2.0,0.0
2000,4500,0,OPEL,1998,Sedan,1,Petrol,214000,4.0,Automatic,Front,04-May,0,4,1.6,0.0
2001,10036,639,HYUNDAI,2014,Sedan,0,LPG,319850,4.0,Automatic,Front,04-May,0,4,2.0,0.0
2002,40057,891,HYUNDAI,2016,Jeep,0,Diesel,176927,4.0,Automatic,Front,04-May,0,4,2.0,0.0
2003,4359,1286,CHEVROLET,2007,Jeep,0,Diesel,57438,4.0,Automatic,Front,04-May,0,4,2.0,0.0
2004,19444,502,TOYOTA,2013,Hatchback,0,Hybrid,114000,4.0,Automatic,Front,04-May,0,7,1.5,0.0
2005,3136,0,MAZDA,2005,Minivan,1,Petrol,170000,4.0,Automatic,Front,04-May,1,6,1.8,0.0
2006,53941,87,TESLA,2018,Sedan,0,Petrol,81907,6.0,Automatic,4x4,04-May,0,12,0.0,0.0
2007,39750,730,SSANGYONG,2016,Jeep,0,Diesel,72000,4.0,Automatic,Front,04-May,0,4,1.6,0.0
2010,32929,0,TOYOTA,2012,Sedan,0,Hybrid,68000,4.0,Automatic,Front,04-May,0,0,2.5,0.0
2011,26255,707,HYUNDAI,2011,Jeep,0,Diesel,142000,4.0,Automatic,Front,04-May,0,4,2.0,0.0
2012,14740,0,TOYOTA,2008,Hatchback,0,Hybrid,193000,4.0,Automatic,Front,04-May,0,12,1.5,0.0
2013,21012,0,BMW,2008,Jeep,0,Petrol,145000,8.0,Tiptronic,4x4,04-May,0,12,4.8,0.0
2014,27654,629,HYUNDAI,2015,Sedan,0,Petrol,109000,4.0,Automatic,Front,04-May,0,4,1.6,0.0
2015,25089,1058,MERCEDES-BENZ,2012,Sedan,0,Petrol,291200,6.0,Tiptronic,Rear,04-May,0,0,3.5,0.0
2016,8938,0,MINI,2004,Coupe,0,Petrol,12800,4.0,Tiptronic,Front,02-Mar,0,4,1.6,0.0
2017,10349,0,TOYOTA,2005,Hatchback,1,Petrol,135000,4.0,Automatic,Front,04-May,1,0,1.3,0.0
2018,20698,642,TOYOTA,2012,Hatchback,0,Hybrid,181600,4.0,Variator,Front,04-May,0,8,2.0,0.0
2019,392,1091,TOYOTA,2016,Jeep,0,Petrol,125675,4.0,Automatic,4x4,04-May,0,12,2.5,0.0
2020,7213,1018,MERCEDES-BENZ,2011,Jeep,0,Diesel,174101,6.0,Automatic,4x4,04-May,0,12,3.0,0.0
2021,20005,642,CHEVROLET,2012,Jeep,0,Diesel,163000,4.0,Automatic,Front,04-May,0,4,2.0,0.0
2022,21326,891,HYUNDAI,2016,Sedan,0,Petrol,112161,4.0,Automatic,Front,04-May,0,4,2.0,0.0
2023,627,642,VOLKSWAGEN,2012,Sedan,0,Diesel,188603,4.0,Automatic,Front,04-May,0,12,2.0,0.0
2024,2901,1211,BMW,2010,Coupe,0,Petrol,108826,6.0,Automatic,Rear,02-Mar,0,12,3.0,0.0
2025,32929,880,HYUNDAI,2018,Sedan,0,Petrol,54865,4.0,Automatic,Front,04-May,0,4,1.6,0.0
2026,17942,707,SSANGYONG,2011,Jeep,0,Diesel,122918,4.0,Automatic,Front,04-May,0,4,2.0,0.0
2027,10663,0,MITSUBISHI,2003,Jeep,1,Petrol,156000,4.0,Tiptronic,4x4,04-May,0,4,2.4,0.0
2030,1646,1053,MERCEDES-BENZ,2014,Jeep,0,Diesel,0,6.0,Automatic,4x4,04-May,0,12,3.5,0.0
2031,5802,1327,TOYOTA,2018,Sedan,0,Petrol,54786,4.0,Automatic,Front,04-May,0,0,2.5,0.0
2032,4077,640,FORD,2013,Sedan,0,Hybrid,320554,4.0,Automatic,Front,04-May,0,0,2.0,0.0
2033,62722,1055,LEXUS,2013,Jeep,0,Petrol,73000,6.0,Tiptronic,4x4,04-May,0,16,3.5,0.0
2034,5018,431,HYUNDAI,2016,Sedan,0,Hybrid,71218,4.0,Automatic,Front,04-May,0,0,2.0,0.0
2035,18503,781,VOLKSWAGEN,2012,Sedan,0,Petrol,68000,4.0,Automatic,Front,04-May,0,5,2.5,0.0
2036,7806,687,DAEWOO,2010,Sedan,0,Petrol,81709,4.0,Automatic,Front,04-May,0,4,1.6,0.0
2037,12231,0,MERCEDES-BENZ,2002,Sedan,0,CNG,189000,6.0,Tiptronic,Rear,04-May,0,8,2.6,0.0
2038,14269,1399,LEXUS,2010,Jeep,0,Hybrid,186005,6.0,Automatic,4x4,04-May,0,0,3.5,0.0
2039,18440,911,KIA,2011,Sedan,0,Petrol,110823,6.0,Automatic,Front,04-May,0,4,2.7,0.0
2040,21326,0,FORD,2011,Coupe,0,Petrol,58000,8.0,Tiptronic,Rear,02-Mar,0,6,5.0,0.0
2041,23521,0,TOYOTA,2012,Sedan,0,Petrol,145600,6.0,Automatic,Front,04-May,0,4,2.5,0.0
2042,10036,1411,OPEL,2006,Minivan,1,Diesel,188570,4.0,Automatic,Front,04-May,0,6,1.9,1.0
2043,2038,1172,MERCEDES-BENZ,2011,Jeep,0,Petrol,186542,6.0,Automatic,4x4,04-May,0,12,3.5,0.0
2044,11604,0,TOYOTA,2012,Sedan,1,Hybrid,174000,4.0,Automatic,Front,04-May,1,4,1.5,0.0
2045,17249,810,TOYOTA,2016,Sedan,0,Petrol,128788,4.0,Automatic,Front,04-May,0,8,1.8,0.0
2047,314,2410,MERCEDES-BENZ,2010,Sedan,0,Petrol,274771,8.0,Automatic,Rear,04-May,0,12,6.2,0.0
2048,28852,259,CHEVROLET,2014,Hatchback,0,Plug-in Hybrid,35000,4.0,Automatic,Front,04-May,0,10,1.4,0.0
